Company_Name,Sector,Stage,Location,What_it_does,Funding_Amount($),Year,Investor,Redistributed_sector
Daaki,Health Care,Angel,Bangalore,Sports Nutrition startup,3000000.0,2018,Inflection Point Ventures,Health & Medical
Simulanis,Training,Seed,New Delhi,A Delhi-based Augmented Reality and Virtual Reality technology development company.,500000.0,2018,Inflection Point Ventures,Education
MY CHIRAAG CAB,Travel,Seed,Jaipur,MY CHIRAAG CAB SERVICES PVT LTD,1000000.0,2018,Inflection Point Ventures,Travel & Hospitality
WOTU,Food and Beverage,Seed,Bangalore,It operates a business-to-business e-commerce portal for food and beverages.,3000000.0,2018,Inflection Point Ventures,Food & Beverage
Flathalt,FinTech,Angel,Gurgaon,FInd your Customized Home here.,50000.0,2018,Inflection Point Ventures,Finance
True Elements,Dietary Supplements,Seed,Pune,True elements offers a range of high-quality snacks and supplements that are inspired by natural foods consumed by our ancestors.,3000000.0,2018,Inflection Point Ventures,Others
Trendlyne Technologies,Financial Services,Seed,Bangalore,Trendlyne Technologies is a stock market analytics platform and marketplace for retail investors.,200000.0,2018,Inflection Point Ventures,Finance
Planys Technologies,Manufacturing,Series A,Chennai,Planys Technologies is India’s first and only manufacturer of compact ROVs providing underwater robotic inspection and survey solutions.,3000000.0,2018,Inflection Point Ventures,Manufacturing & Industrial
HealthPlix,Fitness,Series A,Bangalore,HealthPlix is a healthtech startup,3000000.0,2018,Inflection Point Ventures,Sports & Fitness
dishq,FinTech,Seed,Bengaluru,dishq leverages food science and machine learning (AI) to understand and predict people's tastes.,400000.0,2018,Inflection Point Ventures,Finance
Entropik Technology,Artificial Intelligence,Seed,Bengaluru,The boundaries between Human and Machines are shrinking fast.,1100000.0,2018,Inflection Point Ventures,Technology & IT
myHQ,Collaboration,Series A,Delhi,myHQ turns your everyday coffee space into a perfect work zone. Get an amazing work environment without paying any rent.,500000.0,2018,Inflection Point Ventures,Others
Trell,FinTech,Seed,Bangalore City,Trell is a location based network which helps you in exploring amazing experiences and annotating places around you.,1250000.0,2018,Inflection Point Ventures,Finance
Kidovators (by GyanLab),Big Data,Seed,Bangalore,Building future human capital through 21st Century Skills programs for K-12,180000.0,2018,Inflection Point Ventures,Technology & IT
Log 9 Materials,Nanotechnology,Seed,Uttar Pradesh,Log 9 Materials is a nano-materials manufacturing and RnD startup,3000000.0,2018,Inflection Point Ventures,Others
VTION,Analytics,Seed,Gurgaon,VTION is a media technology innovation firm aiming to solve key problems in the media based ecosystem.,3000000.0,2018,Inflection Point Ventures,Technology & IT
HousingMan.com,FinTech,Seed,Bengaluru,"New Apartments, Flats for Sale in Bangalore",3000000.0,2018,Inflection Point Ventures,Finance
Steradian Semiconductors,FinTech,Seed,Bangalore,It is a fabless semiconductor company focused on CMOS millimeter wave products for Radar.,3000000.0,2018,Inflection Point Ventures,Finance
RupeeCircle,Financial Services,Seed,Mumbai,RupeeCircle is a new age finance company.,3000000.0,2018,Inflection Point Ventures,Finance
Wooden Street,E-Commerce,Series A,Jaipur,Woodenstreet.com ensures to fulfill customer’s unique furniture requirements by crafting one-of-a-kind furniture pieces.,1000000.0,2018,Inflection Point Ventures,E-Commerce & Retail
The Ken,Digital Media,Series A,Bengaluru,The Ken is India’s first subscriptions-only business news site,1500000.0,2018,Inflection Point Ventures,Technology & IT
SaffronStays,FinTech,Seed,Mumbai,SaffronStays connects travellers to India's Incredible hosts.,2000000.0,2018,Inflection Point Ventures,Finance
Vebbler,File Sharing,Seed,Bengaluru,A personal network for close people,3000000.0,2018,Inflection Point Ventures,Others
Foyr,Home Decor,Series A,Pune,"Foyr.com is India's first online, automated interior designer",4200000.0,2018,Inflection Point Ventures,E-Commerce & Retail
MEngage,Health Care,Seed,Jaipur,MEngage is a mass consumer engagement application for doctors on both android and IOS platforms.,175000.0,2018,Inflection Point Ventures,Health & Medical
Inner Being Wellness,FinTech,Angel,Hyderabad,"Inner Being Wellness manufactures beauty, wellness, and nutrition products.",3000000.0,2018,Inflection Point Ventures,Finance
Kobster,E-Commerce,Seed,Chennai,Kobster is a pioneer of B2B eProcurement and an eMarketplace providing Corporates an end-to-end solution for their procure-to-pay cycle.,3000000.0,2018,Inflection Point Ventures,E-Commerce & Retail
Wishberry,Crowdfunding,Series A,Mumbai,Wishberry is a rewards-based crowdfunding platform that enables users to raise funds for their creative and innovative ideas.,3000000.0,2018,Inflection Point Ventures,Finance
McXtra,Finance,Seed,Andheri,McXtra is a digital insurance broking startup.,1300000.0,2018,Inflection Point Ventures,Finance
Magic Crate,Children,Seed,Bangalore,"Magic Crate is a theme based stimulating, fun and learning activity box for 4-8 year olds that is mailed to your doorstep every month.",3000000.0,2018,Inflection Point Ventures,Parenting & Child Care
